C:\ICPCHEM\1\DATA\WOLFGANG\2011\4JAN11\486_487.D,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,Acquired      : Jan 4 2011  05:45 pm using AcqMethod Teeth10s.M,,,,,,,,,,,,
Time [Sec],Li7,Na23,Mg25,Al27,Ca43,Mn55,Zn66,Rb85,Sr88,Y89,Ba138,Ce140,Nd146,Pb208,U238
3609.397,250,420921.84,50,3250.33,1850.11,145430.34,150,50,0,50,75,25,25,25,0
3609.87,150,428624.42,0,2550.21,1500.07,147247.4,225,50,0,0,0,0,0,25,0
3610.343,400.01,419484.38,0,3600.41,1450.07,153406.81,200,0,0,0,0,50,0,75,25
3610.816,550.01,416661.34,100,2900.27,1550.08,145985.54,75,0,0,25,0,25,0,100,0
3611.289,450.01,417174.52,50,3500.39,1200.05,151942.48,75,50,0,0,0,0,0,50,0
3611.762,300,424310.51,100,2950.28,1500.07,147903.64,175,0,0,50,25,25,50,25,50
3612.235,500.01,421743.22,50,3950.49,1150.04,153861.29,175,0,0,25,0,25,0,25,25
3612.708,150,410093.17,0,3350.36,1600.08,152901.87,300,0,0,0,0,25,0,0,25
3613.181,200,415737.51,0,2600.21,1650.09,146591.23,150,50,0,0,0,0,0,75,25
3613.654,250,426364.61,0,3700.43,1700.09,148509.39,225,100,0,0,0,0,0,25,25
3614.127,200,428110.8,0,2200.15,1600.08,143714.41,400.01,150,0,0,0,0,0,75,0
3614.6,150,429959.87,50,3000.29,1700.09,146540.74,125,50,0,0,0,0,0,50,0
3615.073,500.01,417482.48,0,2900.27,2000.13,146540.74,150,50,0,0,25,0,25,25,0
3615.546,300,422462.07,50,2900.27,1350.06,149317.11,175,100,0,25,25,25,0,50,0
3616.019,300,421589.22,0,2800.25,1250.05,149216.14,300,50,100,0,0,25,0,50,25
3616.493,400.01,431655.09,0,3600.41,2050.13,152295.94,200,50,0,0,0,0,0,50,0
3616.966,500.01,423386.29,50,4150.55,2000.13,150932.67,125,50,0,25,0,25,0,50,25
3617.439,600.01,419895.08,100,3050.29,1850.11,146793.12,175,100,0,0,25,0,0,75,0
3617.912,200,438591.81,50,2950.28,1550.08,152952.36,300,200,0,0,0,25,25,0,25
3618.385,300,432939.46,0,4000.51,1450.07,153507.82,200,0,50,0,0,0,0,50,50
3618.858,350,429446.2,0,3000.29,1450.07,145379.86,200,0,0,0,0,25,0,25,0
3619.331,400.01,425132.09,50,2450.19,1550.08,147752.2,150,50,0,0,50,0,25,25,0
3619.804,350,411734.97,100,3000.29,1350.06,145278.95,175,0,50,0,0,0,0,25,25
3620.277,500.01,426210.56,100,3450.38,2300.17,152346.43,175,50,0,0,25,0,0,75,0
3620.75,350,434789.07,0,2300.17,1900.12,155275.32,75,0,0,50,25,25,0,0,0
3621.223,450.01,419022.42,0,2650.22,1350.06,154416.8,175,50,0,25,50,25,0,75,25
3621.696,650.01,424772.71,0,2650.22,1650.09,151286.09,200,0,0,25,0,0,25,0,0
3622.169,500.01,426364.61,100,2900.27,2050.13,149115.16,100,100,0,0,0,0,0,25,25
3622.642,400.01,420716.46,0,3100.3,1600.08,152649.38,150,50,0,25,0,0,0,50,0
3623.115,350,424926.72,200,3950.49,1500.07,150983.15,125,100,0,25,0,0,0,0,25
3623.588,350,425337.46,100,2950.28,1450.07,154113.8,200,50,0,0,25,25,25,0,25
3624.061,400.01,416302.01,50,3500.39,2100.14,154921.83,200,50,0,25,0,25,0,0,25
3624.534,400.01,416969.3,100,3200.32,1600.08,148156.02,100,100,0,25,0,25,25,100,0
3625.007,450.01,429548.94,100,2650.22,1350.06,152396.92,275,50,50,0,25,0,25,25,0
3625.481,450.01,437718.13,100,2950.28,1500.07,148307.46,200,0,0,0,0,0,0,25,0
3625.954,450.01,433196.3,200,3000.29,1550.08,149519.03,275,50,100,0,0,0,0,50,50
3626.427,200,421845.91,150,3300.34,1350.06,146389.32,75,0,0,0,0,0,25,25,0
3626.9,250,423745.66,50,3050.29,1850.11,148660.83,325,0,0,0,0,0,0,0,0
3627.373,150,415994.05,0,3400.37,2050.13,155325.83,175,200,0,0,25,0,0,25,25
3627.846,450.01,425748.3,50,2800.25,1550.08,154820.8,350,100,0,25,0,25,0,50,50
3628.319,400.01,419125.11,0,2900.27,1500.07,151538.54,150,0,0,25,0,0,0,0,50
3628.792,300,426364.61,0,4000.51,1850.11,155628.86,175,50,0,25,0,25,0,75,0
3629.265,300,418714.46,50,2950.28,1800.1,150023.89,150,0,0,0,0,0,0,50,0
3629.738,600.01,425645.61,100,3200.32,1350.06,146136.95,100,50,0,0,0,0,0,75,0
3630.211,400.01,418047.18,0,2950.28,1800.1,148004.59,250,50,0,0,50,25,25,25,0
3630.684,250,425080.77,150,3100.3,2150.15,151892,175,50,0,0,25,25,0,50,25
3631.157,550.01,431038.58,50,3050.29,1800.1,146692.15,200,50,50,0,50,50,0,0,25
3631.63,500.01,425645.61,100,2900.27,2250.16,150882.18,250,0,50,25,25,25,0,25,0
3632.103,550.01,424823.98,50,3400.37,1400.06,153507.82,50,50,50,0,25,0,0,50,0
3632.576,200,430319.39,0,3450.38,1450.07,148408.44,150,150,0,0,0,0,0,75,25
3633.049,400.01,425491.56,50,3700.43,1800.1,148660.83,225,50,50,0,0,25,0,100,0
3633.522,150,424310.51,300,3250.33,1750.1,153255.34,150,50,0,25,0,0,0,0,0
3633.995,450.01,423232.19,0,3300.34,1300.05,153154.34,175,0,50,0,25,0,25,25,0
3634.469,800.02,423591.66,100,2350.18,1600.08,152245.43,300,100,0,0,0,0,0,25,0
3634.942,200,429600.25,0,2850.26,1700.09,149922.93,275,150,0,0,0,0,0,50,50
3635.415,200,429189.37,0,2550.21,2000.13,149216.14,100,50,0,0,0,0,0,0,0
3635.888,400.01,427853.96,0,2750.24,2700.23,155830.89,100,150,0,0,0,25,0,25,0
3636.361,750.02,427391.71,50,3050.29,1750.1,151185.11,250,0,0,0,0,0,0,50,0
3636.834,250,431603.72,0,3000.29,2050.13,150629.73,200,50,50,0,25,0,0,75,0
3637.307,300,429959.87,0,2800.25,1550.08,150478.27,125,50,0,0,0,0,0,0,0
3637.78,300,426415.98,50,3100.3,1050.04,150124.86,100,50,0,0,0,0,0,0,0
3638.253,100,423334.87,0,2950.28,1900.12,153507.82,125,100,0,0,50,0,0,75,0
3638.726,200,430576.23,0,2450.19,1500.07,154921.83,175,0,0,50,25,0,0,0,25
3639.199,400.01,424259.14,50,3450.38,1850.11,152699.88,275,150,50,25,25,0,50,50,0
3639.672,200,431090,50,3100.3,1850.11,154113.8,175,50,0,25,0,0,25,75,25
3640.145,400.01,429703.09,50,2750.24,1750.1,157194.55,200,100,0,0,50,25,25,75,25
3640.618,150,427648.5,0,2400.18,1550.08,151740.51,125,100,0,0,0,25,0,50,0
3641.091,150,425902.4,0,3300.34,2550.21,145127.52,250,50,0,0,25,25,0,25,25
3641.564,550.01,428932.63,100,2500.2,2000.13,151639.53,325,100,0,0,0,0,0,75,50
3642.037,150,431706.45,0,2550.21,1800.1,150326.82,175,100,0,0,0,0,0,50,0
3642.51,400.01,431449.62,250,3250.33,1650.09,150579.23,100,100,50,0,0,50,0,25,0
3642.983,400.01,421743.22,50,3100.3,2500.2,147398.83,175,250,0,0,0,25,0,0,0
3643.457,250,439517,50,2800.25,2050.13,151336.58,125,50,0,0,0,0,25,75,0
3643.93,200,417431.26,0,3400.37,2000.13,148812.27,0,50,0,25,0,0,0,0,25
3644.403,250,423026.77,150,3800.46,1900.12,148257,175,50,50,0,25,0,50,25,0
3644.876,100,427956.65,0,2900.27,1550.08,152699.88,250,100,0,0,25,0,0,75,50
3645.349,300,430576.23,0,2650.22,1700.09,152194.95,175,0,50,0,25,25,25,75,50
3645.822,400.01,421897.28,50,4800.73,1250.05,150680.22,300,0,100,0,0,0,0,25,0
3646.295,350,429703.09,150,2950.28,1950.12,147954.09,350,50,0,0,25,0,25,50,0
3646.768,350,426672.71,50,2650.22,1750.1,152043.47,150,50,0,0,0,25,0,50,0
3647.241,400.01,420357.19,100,2250.16,1550.08,150680.22,250,50,0,25,0,0,25,75,0
3647.714,150,427391.71,150,3800.46,2250.16,158255.29,175,50,0,0,0,0,25,25,0
3648.187,50,431244.15,50,2150.15,2250.16,150175.35,100,50,0,0,0,0,0,25,0
3648.66,300,421845.91,50,2700.23,1750.1,149519.03,50,0,0,0,0,0,0,100,25
3649.133,500.01,413890,50,2200.15,1750.1,152346.43,100,50,50,0,0,0,25,50,25
3649.606,550.01,426621.35,50,3050.29,1150.04,149771.46,175,200,50,0,0,25,0,25,75
3650.079,250,432528.43,200,3650.42,1500.07,147853.14,125,0,0,25,0,0,0,50,0
3650.552,450.01,431860.56,100,2300.17,2000.13,151740.51,125,0,50,0,50,0,25,0,0
3651.025,350,425542.88,50,3250.33,2100.14,151740.51,175,0,0,25,0,25,0,0,25
3651.498,250,429343.52,0,2950.28,1850.11,148055.07,75,50,0,25,0,0,0,50,0
3651.971,250,426467.25,0,2600.21,1700.09,142402.38,175,0,0,0,0,0,0,25,0
3652.444,250,418406.41,100,2950.28,1750.1,152699.88,125,150,0,0,0,0,0,0,0
3652.918,250,416815.29,50,2450.19,950.03,151892,100,150,50,0,0,0,0,25,25
3653.391,400.01,425594.25,200,2850.26,1750.1,147449.32,225,100,0,0,0,0,25,25,50
3653.864,150,424669.98,150,2550.21,1600.08,149720.98,200,50,0,0,25,0,25,25,25
3654.337,300,430524.86,0,2750.24,1300.05,147903.64,275,150,0,0,0,25,0,50,0
3654.81,500.01,423540.29,50,3400.37,1850.11,153154.34,125,50,50,0,0,0,0,25,0
3655.283,300,427597.18,100,2500.2,1850.11,149569.51,100,50,100,0,0,0,0,25,0
3655.756,450.01,433812.85,100,3450.38,2050.13,153356.31,75,50,0,25,25,0,25,25,50
3656.229,400.01,422924.08,50,3000.29,1450.07,147701.71,75,100,0,25,25,0,0,25,0
3656.702,500.01,428059.43,0,2700.23,1650.09,150427.77,150,50,50,0,0,25,50,50,0
3657.175,200,429035.26,0,3100.3,1900.12,154871.32,150,100,0,0,0,0,0,25,0
3657.648,250,420203.09,200,3400.37,1750.1,148862.77,150,50,0,0,25,0,0,50,0
3658.121,200,429754.4,150,3250.33,1400.06,152598.89,350,50,0,25,0,25,0,0,50
3658.594,450.01,426826.82,0,2600.21,1900.12,153305.84,50,50,0,0,0,25,0,25,0
3659.067,50,421794.59,0,2900.27,2150.15,151639.53,175,50,50,25,25,75,0,25,25
3659.54,650.01,423899.72,50,3400.37,1500.07,154820.8,50,50,50,0,0,0,0,0,0
3660.013,350,430730.38,0,2750.24,2400.18,151942.48,75,0,0,25,0,0,0,25,0
3660.486,200,442344.15,0,2950.28,1500.07,150882.18,250,50,0,0,0,25,25,25,25
3660.959,250,425748.3,50,3100.3,1950.12,147196.94,75,200,0,0,50,25,0,50,0
3661.432,600.01,420100.45,50,2800.25,1550.08,148509.39,300,50,0,0,0,50,0,100,25
3661.906,200,423334.87,50,2650.22,1150.04,149922.93,275,150,0,0,0,0,0,50,25
3662.379,400.01,433453.18,0,3400.37,2050.13,154416.8,250,50,0,0,0,50,0,25,25
3662.852,150,428110.8,0,2900.27,1350.06,145935.05,200,200,0,0,0,25,0,100,0
3663.325,300,424926.72,0,3400.37,1900.12,146490.27,150,0,0,0,0,25,0,25,0
3663.798,250,426210.56,50,3700.43,2250.16,151488.05,250,50,0,0,50,25,0,50,25
3664.271,450.01,428264.85,0,3400.37,2050.13,154315.79,250,0,0,25,25,0,0,25,50
3664.744,400.01,427032.19,0,2400.18,1600.08,148761.8,125,0,0,0,0,25,25,25,25
3665.217,350,421691.9,0,2750.24,800.02,150074.36,75,50,0,0,0,0,0,0,0
3665.69,400.01,430165.34,0,2700.23,1600.08,153558.32,125,50,0,0,0,25,0,75,25
3666.163,250,414967.69,0,3350.36,1300.05,154164.3,150,0,0,0,25,0,25,25,25
3666.636,350,433144.93,100,3050.29,1950.12,151740.51,225,100,0,0,0,0,0,0,0
3667.109,300,430473.5,0,2050.13,1400.06,150225.83,175,100,0,50,0,0,25,50,50
3667.582,300,420613.73,0,2300.17,1000.03,149418.06,250,150,0,25,0,0,0,25,0
3668.055,500.01,420511.09,0,3200.32,1600.08,148660.83,125,50,0,0,0,0,0,75,0
3668.528,350,429138.1,0,3000.29,1600.08,154366.3,175,50,50,0,50,0,25,25,0
3669.001,150,434789.07,0,2700.23,1550.08,148761.8,175,150,0,25,0,0,0,25,0
3669.474,250,427545.81,100,3700.43,1900.12,149872.44,300,150,0,0,50,0,25,0,0
3669.947,250,419792.39,50,3200.32,1600.08,148357.94,150,50,0,0,0,0,0,0,0
3670.42,350,431860.56,100,2800.25,1650.09,151235.6,350,0,0,0,0,0,0,25,0
3670.894,650.01,420408.46,0,2800.25,1250.05,150831.68,150,0,50,25,25,0,0,50,0
3671.367,400.01,429908.55,150,3450.38,2000.13,152901.87,200,100,0,0,0,0,0,50,0
3671.84,650.01,428573.01,0,2800.25,1950.12,152093.94,100,0,0,0,0,0,0,25,0
3672.313,350,424618.56,50,2700.23,2100.14,150427.77,200,0,0,0,0,25,0,75,0
3672.786,150,425132.09,0,2900.27,1700.09,148862.77,250,50,0,25,0,0,0,0,0
3673.259,250,434378.09,0,3250.33,1750.1,152194.95,300,0,0,0,0,25,0,50,0
3673.732,350,424875.35,0,2400.18,1800.1,156891.51,125,50,50,0,0,0,25,100,25
3674.205,200,432836.73,50,3000.29,1650.09,151033.66,25,100,0,0,0,25,0,75,0
3674.678,200,426980.87,200,3250.33,1800.1,151488.05,150,50,0,0,0,0,0,50,25
3675.151,550.01,432374.28,50,2400.18,2000.13,146490.27,50,250,0,0,25,0,0,25,0
3675.624,250,433247.67,200,3050.29,2350.18,148004.59,175,0,0,0,0,0,0,175,50
3676.097,250,426364.61,0,2750.24,1750.1,154012.8,175,0,0,25,0,25,25,75,0
3676.57,400.01,420819.15,50,2900.27,2000.13,152800.87,150,100,0,0,25,25,0,25,25
3677.043,350,419638.44,50,2550.21,2000.13,152901.87,375,100,0,0,25,25,75,25,0
3677.516,100,428829.89,50,2950.28,1750.1,150074.36,175,100,0,0,50,0,0,25,75
3677.989,350,425799.72,150,2900.27,2550.21,149922.93,250,50,0,0,25,0,25,75,0
3678.462,300,421589.22,100,3200.32,1950.12,152447.39,150,100,0,0,25,0,0,25,0
3678.935,550.01,427956.65,50,2950.28,1550.08,157043.03,150,0,0,0,0,0,25,50,0
3679.408,350,421691.9,50,2100.14,1400.06,154063.31,300,50,0,75,75,0,0,25,0
3679.882,300,438797.47,50,3200.32,1900.12,154871.32,225,0,0,25,0,0,25,25,0
3680.355,250,421948.59,50,3450.38,1500.07,151538.54,125,50,50,25,0,0,0,25,0
3680.828,500.01,426415.98,50,3300.34,1400.06,153103.85,150,50,0,0,0,50,0,25,25
3681.301,300,427032.19,0,2950.28,1950.12,157800.69,200,50,0,25,0,0,0,0,50
3681.774,350,424207.82,100,2550.21,1950.12,147499.81,100,100,0,0,75,50,0,0,25
3682.247,400.01,425594.25,50,2800.25,1900.12,150427.77,175,100,0,0,0,0,50,75,25
3682.72,300,426672.71,0,3400.37,1750.1,148862.77,125,0,0,0,0,0,0,25,25
3683.193,450.01,429600.25,100,3450.38,2200.16,150528.76,150,0,0,0,0,0,0,50,25
3683.666,150,429394.78,250,2650.22,1700.09,148055.07,150,150,0,0,25,0,0,0,0
3684.139,200,427699.91,0,3550.4,2250.16,157649.15,75,0,50,0,0,0,25,75,25
3684.612,600.01,416661.34,50,2950.28,1550.08,152346.43,150,0,0,0,0,0,0,25,25
3685.085,350,428778.48,0,3650.42,2150.15,150478.27,175,150,0,0,0,0,0,0,50
3685.558,200,426775.45,150,2750.24,1650.09,149216.14,100,50,0,0,0,0,0,25,50
3686.031,400.01,422359.38,150,2750.24,1450.07,151084.13,150,0,0,0,0,0,0,0,25
3686.504,450.01,421897.28,50,3400.37,2050.13,151033.66,25,0,0,0,0,0,50,25,0
3686.977,350,419741.07,150,2800.25,1600.08,151589.03,75,0,100,25,0,0,0,50,50
3687.45,300,421178.53,50,3100.3,1400.06,150932.67,175,0,0,25,0,0,25,75,0
3687.923,500.01,421127.16,0,2200.15,1300.05,154719.8,150,50,0,0,0,0,0,25,25
3688.396,250,432528.43,50,2650.22,1700.09,159922.31,175,50,0,0,25,0,0,25,0
3688.87,450.01,428110.8,0,3200.32,1400.06,153911.81,225,0,0,0,25,0,25,25,25
3689.343,600.01,428521.69,0,2850.26,2000.13,148408.44,275,0,50,0,25,0,0,25,25
3689.816,200,426159.14,0,3000.29,1950.12,152800.87,125,100,0,0,0,0,25,25,0
3690.289,500.01,423899.72,0,3050.29,1450.07,148357.94,175,0,0,25,0,0,0,50,50
3690.762,100,421383.94,50,2150.15,2050.13,157295.58,325,100,0,50,0,0,25,125,0
3691.235,350,417790.54,50,3150.31,2100.14,150427.77,150,50,0,25,0,25,0,25,25
3691.708,700.02,430473.5,200,2300.17,2200.16,154770.3,225,0,0,0,25,0,25,25,0
3692.181,300,435046.01,50,2800.25,1050.04,153103.85,175,0,0,0,0,25,25,50,0
3692.654,400.01,430884.43,0,3350.36,1950.12,149519.03,75,50,0,0,0,25,25,75,0
3693.127,350,430627.65,100,3300.34,1700.09,157093.55,200,200,0,0,0,0,25,0,0
3693.6,350,421024.47,100,2850.26,1550.08,149418.06,150,50,0,0,0,0,0,50,0
3694.073,500.01,419227.79,50,3550.4,2100.14,148458.91,150,150,0,0,0,50,25,0,75
3694.546,150,424823.98,0,2350.18,2150.15,151336.58,375,50,0,25,0,0,0,0,0
3695.019,350,435919.59,0,3400.37,2200.16,152447.39,125,100,0,0,0,0,25,25,0
3695.492,350,436844.54,50,3400.37,1600.08,149266.62,75,0,0,50,25,0,0,125,75
3695.965,200,421435.26,50,2850.26,2100.14,144824.69,50,50,0,0,0,0,0,0,25
3696.438,250,433093.56,150,4050.52,2150.15,153154.34,150,50,0,0,0,0,0,25,50
3696.911,300,430781.75,50,3500.39,2100.14,145177.98,175,100,0,25,0,25,25,50,0
3697.384,150,436844.54,100,2900.27,1600.08,153154.34,125,50,0,0,25,0,0,25,0
3697.857,100,435713.97,0,3200.32,2100.14,151791.01,150,0,0,0,0,0,0,50,25
3698.331,500.01,424361.83,100,3600.41,2150.15,153154.34,125,100,50,0,0,0,0,50,25
3698.804,450.01,428983.95,200,2600.21,1550.08,156841.01,200,0,50,0,25,0,25,0,0
3699.277,150,427545.81,150,2850.26,1100.04,151639.53,225,100,0,0,25,25,0,75,50
3699.75,250,434326.62,100,3050.29,1800.1,148307.46,225,100,0,0,0,0,25,25,0
3700.223,350,433864.27,0,3150.31,2450.19,150427.77,150,0,0,50,0,25,0,75,0
3700.696,300,435508.46,50,2950.28,1750.1,151740.51,200,50,50,0,0,0,0,50,0
3701.169,400.01,433556.02,0,4250.57,1450.07,146389.32,200,250,50,0,25,25,0,0,0
3701.642,500.01,428932.63,50,1950.12,1700.09,151084.13,125,100,0,0,0,0,25,25,0
3702.115,300,434532.19,100,3100.3,1700.09,145379.86,25,50,0,0,0,0,0,75,25
3702.588,450.01,434378.09,50,2850.26,1650.09,149418.06,325,0,0,0,0,0,25,0,50
3703.061,200,436073.79,100,2900.27,1450.07,148509.39,175,100,0,50,0,0,0,0,0
3703.534,50,426210.56,50,2850.26,1550.08,152598.89,100,0,50,25,0,0,0,25,25
3704.007,350,431038.58,0,2850.26,1200.05,150831.68,25,100,0,0,0,0,0,50,0
3704.48,350,434223.89,50,2800.25,1650.09,149367.59,225,150,0,0,0,50,25,75,0
3704.953,150,432528.43,50,3050.29,1500.07,146540.74,150,0,0,25,25,25,0,25,0
3705.426,200,440082.38,0,2450.19,1800.1,153255.34,150,100,0,0,25,25,0,25,50
3705.899,100,432477.06,0,3450.38,1950.12,146490.27,175,150,50,0,25,0,25,0,0
3706.372,100,429959.87,400.01,2700.23,1550.08,156133.89,50,0,0,0,0,0,0,125,0
3706.845,100,439619.79,250,2500.2,1500.07,150225.83,125,0,0,0,25,25,0,50,0
3707.319,250,431244.15,100,2800.25,1500.07,152194.95,150,100,0,0,0,25,0,0,0
3707.792,200,436844.54,50,2850.26,1400.06,152497.89,125,50,0,0,0,25,0,25,0
3708.265,150,440082.38,200,3850.47,2200.16,151387.08,225,100,0,0,0,0,0,50,25
3708.738,250,444194.83,100,2700.23,2300.17,146439.81,225,0,0,0,0,0,0,75,0
3709.211,250,434943.27,50,2650.22,1450.07,151033.66,100,50,0,0,0,25,0,0,25
3709.684,350,425851.08,100,2500.2,1450.07,145278.95,175,0,0,0,0,0,0,25,25
3710.157,300,442241.32,100,2600.21,1600.08,159063.5,225,200,0,0,25,25,0,75,0
3710.63,450.01,438283.51,50,2800.25,1650.09,148408.44,200,0,0,0,0,25,0,0,0
3711.103,300,442395.52,100,2850.26,1950.12,152851.36,175,50,0,0,0,0,50,50,0
3711.576,250,436895.91,50,3100.3,1400.06,147449.32,200,250,0,0,0,25,0,25,0
3712.049,450.01,431963.29,0,3450.38,1050.04,153255.34,175,50,100,25,50,0,0,25,25
3712.522,450.01,430781.75,0,2700.23,1900.12,152699.88,250,100,0,0,0,0,0,25,0
3712.995,450.01,427699.91,0,3000.29,1450.07,151134.62,25,0,0,0,25,25,0,25,0
3713.468,400.01,432939.46,100,3100.3,1550.08,150730.72,225,0,0,0,0,0,25,50,0
3713.941,450.01,431655.09,0,3100.3,1550.08,148408.44,50,100,0,0,0,0,0,0,25
3714.414,300,442909.68,50,2250.16,1950.12,151185.11,25,50,0,0,0,0,0,0,0
3714.887,500.01,443989.22,100,3400.37,1450.07,151387.08,225,0,0,0,25,0,0,25,50
3715.36,300,430216.76,0,2900.27,1950.12,149922.93,125,100,0,0,0,25,0,50,25
3715.833,400.01,436741.71,0,2900.27,1550.08,151942.48,75,0,0,25,0,0,0,50,0
3716.307,350,437975.16,50,2550.21,2300.17,152144.45,25,0,0,0,25,50,0,50,0
3716.78,400.01,438797.47,0,3500.39,1650.09,151992.97,125,0,0,25,25,0,0,75,25
3717.253,0,436484.82,50,2800.25,1700.09,148408.44,125,50,0,0,0,0,0,0,25
3717.726,250,441418.81,100,2700.23,1900.12,152346.43,200,0,50,25,0,25,0,75,0
3718.199,250,446457.14,0,3250.33,1650.09,149266.62,275,150,0,0,50,0,0,100,25
3718.672,250,434378.09,0,3600.41,1900.12,150932.67,50,100,0,0,0,0,0,0,0
3719.145,550.01,431192.73,0,3950.49,1400.06,148812.27,150,50,50,0,0,0,25,0,0
3719.618,700.02,434172.52,0,3000.29,1500.07,153204.84,150,0,0,25,50,0,0,25,0
3720.091,450.01,436279.21,50,2300.17,2100.14,147297.88,50,0,0,0,25,0,0,25,0
3720.564,300,438540.44,0,3050.29,1650.09,147853.14,150,100,0,0,0,0,0,0,25
3721.037,450.01,425132.09,100,2850.26,1150.04,147348.38,175,0,0,0,0,0,25,0,50
3721.51,450.01,434789.07,50,2700.23,1550.08,152447.39,125,0,0,0,0,0,50,50,0
3721.983,400.01,427699.91,0,2400.18,1500.07,151892,150,0,50,25,0,25,0,100,25
3722.456,300,432425.69,50,2750.24,2000.13,148812.27,225,0,0,0,25,0,0,25,0
3722.929,150,428573.01,0,2850.26,1850.11,146288.37,325,50,0,0,25,0,0,25,0
3723.402,250,445120.42,0,3300.34,1550.08,145783.62,125,100,50,0,0,25,50,0,0
3723.875,200,433453.18,50,1950.12,1600.08,153406.81,100,100,0,0,0,25,25,25,0
3724.348,300,430833.12,0,2750.24,2300.17,151740.51,125,100,0,0,0,25,0,50,0
3724.821,300,431809.14,0,3000.29,1850.11,149064.7,200,150,0,0,0,0,25,0,0
3725.295,500.01,440185.21,100,3000.29,1950.12,151185.11,175,0,0,0,0,0,0,50,0
3725.768,200,437718.13,150,3750.45,1800.1,148761.8,100,50,0,0,0,25,0,25,0
3726.241,450.01,441470.22,0,2100.14,1750.1,150276.33,200,0,50,0,0,0,0,100,25
3726.714,100,431963.29,0,3200.32,2000.13,151235.6,275,150,0,0,0,0,0,50,0
3727.187,450.01,426467.25,50,3100.3,2050.13,155679.36,100,0,100,0,0,0,0,25,25
3727.66,350,431141.37,0,3100.3,2200.16,155477.36,150,0,0,50,0,25,25,100,0
3728.133,500.01,432066.07,0,2300.17,1900.12,152598.89,125,0,0,25,0,0,25,50,0
3728.606,250,437512.66,100,3250.33,2150.15,152649.38,125,150,100,0,0,0,50,25,0
3729.079,150,434532.19,50,3500.39,1550.08,149872.44,200,0,0,0,0,0,0,25,0
3729.552,300,429600.25,0,3450.38,1750.1,150831.68,50,100,0,0,0,50,0,25,0
3730.025,350,434634.97,50,3200.32,1850.11,155527.85,175,0,0,0,25,0,0,25,0
3730.498,300,429857.14,100,3650.42,1750.1,154669.29,200,100,0,25,50,25,50,0,0
3730.971,200,427545.81,150,3050.29,1600.08,154467.28,175,150,0,0,0,50,0,75,0
3731.444,250,425645.61,0,2600.21,1450.07,157750.16,75,150,50,0,0,0,25,25,50
3731.917,450.01,428059.43,100,2700.23,1900.12,155729.85,125,100,0,0,0,25,25,25,0
3732.39,550.01,422256.7,100,2850.26,1700.09,151033.66,200,0,0,50,0,0,0,0,0
3732.863,100,425696.98,0,3650.42,1400.06,157245.07,175,100,0,25,25,0,0,25,25
3733.336,400.01,428367.54,0,2800.25,2100.14,150528.76,175,50,50,25,50,0,0,25,25
3733.809,250,425953.77,100,3600.41,1900.12,154568.31,75,0,0,0,0,0,0,25,50
3734.283,400.01,415070.27,100,3000.29,1550.08,147398.83,125,0,0,0,0,25,25,50,0
3734.756,250,426518.66,100,2750.24,2350.18,149064.7,150,0,50,0,0,0,0,0,25
3735.229,150,423283.6,0,2600.21,1850.11,152093.94,225,0,0,0,0,25,0,50,25
3735.702,250,431449.62,50,2750.24,1950.12,148307.46,175,150,0,0,0,25,0,25,50
3736.175,350,425440.15,0,3000.29,1850.11,153760.31,200,50,0,25,25,0,0,25,25
3736.648,250,423643.03,50,4150.55,1650.09,154265.29,100,100,0,0,25,25,50,50,0
3737.121,250,437307.04,50,3150.31,1650.09,149620.01,75,50,0,25,0,50,0,0,25
3737.594,250,433658.75,50,2750.24,1350.06,153053.35,150,0,0,25,0,25,25,25,25
3738.067,200,431500.99,50,2750.24,2150.15,155123.82,225,50,0,0,0,25,0,50,25
3738.54,300,423180.82,0,2650.22,2100.14,152699.88,200,0,50,0,0,0,25,0,0
3739.013,200,425388.83,50,2250.16,2350.18,149317.11,175,0,0,0,25,0,50,0,25
3739.486,400.01,427134.97,0,2900.27,1500.07,145077.05,25,0,0,0,0,0,0,25,25
3739.959,200,427545.81,100,3400.37,2100.14,154214.81,175,0,0,0,25,25,0,75,25
3740.432,250,429035.26,100,2850.26,2150.15,149115.16,75,100,0,25,0,25,50,25,0
3740.905,200,422462.07,50,3250.33,1750.1,155881.36,200,0,0,0,0,50,25,25,25
3741.378,300,424721.3,50,2850.26,2000.13,149771.46,200,0,0,25,0,25,0,100,0
3741.851,400.01,428367.54,0,2900.27,1750.1,150023.89,200,150,50,0,0,0,25,25,0
3742.324,250,438386.29,0,3550.4,1400.06,146692.15,175,0,0,50,0,0,0,25,0
3742.797,500.01,427751.18,100,2450.19,1700.09,153305.84,125,0,0,0,50,0,0,50,0
3743.27,200,437769.59,200,3150.31,1750.1,153659.32,150,0,0,25,0,0,0,0,50
3743.744,300,425183.41,100,3050.29,1400.06,150427.77,225,0,0,0,0,0,25,25,25
3744.217,350,438232.09,100,2550.21,1350.06,155628.86,200,100,0,0,0,0,0,75,25
3744.69,400.01,424669.98,200,3250.33,1400.06,153962.28,150,50,0,0,0,25,25,0,25
3745.163,400.01,429600.25,0,2950.28,1600.08,145379.86,50,0,50,0,0,0,0,25,50
3745.636,250,437204.26,0,3200.32,1600.08,150781.2,75,50,0,0,0,0,0,50,0
