171214 60 OPL 40 PDMS 45,6 FE 24 Oi, @30 degrees C 10 - 4000 Pa;;;;;;;;;;;
;;;;;;;;;;;
Overspeed @ 4000 Pa after about 30 seconds;;;;;;;;;;;
;;;;;;;;;;;
shear rate;shear stress;viscosity;strain;% strain;torque;velocity;time global;time global;time;normal force;temperature
1/s;Pa;Pa.s;;;micro N.m;rad/s;s;min;s;N;degrees C
-1.23E-05;40;-3.26E+06;0.019095;1.9095;120.52;-2.47E-06;2.35E+05;3911.2;4870;0.04086;30
-3.71E-06;40;-1.08E+07;0.01911;1.911;120.52;-7.46E-07;2.35E+05;3911.4;4880;0.04374;30
4.58E-06;40;8.73E+06;0.019127;1.9127;120.52;9.22E-07;2.35E+05;3911.5;4890;0.0302;30
-2.33E-06;40;-1.72E+07;0.019146;1.9146;120.52;-4.68E-07;2.35E+05;3911.7;4900;0.04548;30
-2.47E-06;40;-1.62E+07;0.019162;1.9162;120.52;-4.97E-07;2.35E+05;3911.9;4910;0.03927;30
-1.60E-06;40;-2.50E+07;0.019181;1.9181;120.52;-3.22E-07;2.35E+05;3912;4920;0.0279;30
-7.49E-06;40;-5.34E+06;0.019191;1.9191;120.52;-1.51E-06;2.35E+05;3912.2;4930;0.04698;30
-1.96E-06;40;-2.04E+07;0.01921;1.921;120.52;-3.95E-07;2.35E+05;3912.4;4940;0.03832;30
8.36E-06;40;4.78E+06;0.019227;1.9227;120.52;1.68E-06;2.35E+05;3912.5;4950;0.0526;30
3.85E-06;40;1.04E+07;0.019241;1.9241;120.52;7.75E-07;2.35E+05;3912.7;4960;0.03888;30
-7.34E-06;40;-5.45E+06;0.019259;1.9259;120.52;-1.48E-06;2.35E+05;3912.9;4970;0.02576;30
-6.40E-06;40;-6.25E+06;0.019276;1.9276;120.52;-1.29E-06;2.35E+05;3913;4980;0.0454;30
-5.24E-06;40;-7.64E+06;0.019289;1.9289;120.52;-1.05E-06;2.35E+05;3913.2;4990;0.04602;30
-8.80E-06;40;-4.55E+06;0.019306;1.9306;120.52;-1.77E-06;2.35E+05;3913.4;5000;0.03869;30
1.89E-06;40;2.12E+07;0.019321;1.9321;120.52;3.80E-07;2.35E+05;3913.5;5010;0.02999;30
-4.29E-06;40;-9.33E+06;0.019336;1.9336;120.52;-8.63E-07;2.35E+05;3913.7;5020;0.0437;30
-4.07E-06;40;-9.82E+06;0.019356;1.9356;120.52;-8.19E-07;2.35E+05;3913.9;5030;0.03521;30
-2.91E-06;40;-1.38E+07;0.019367;1.9367;120.52;-5.85E-07;2.35E+05;3914;5040;0.04484;30
-9.31E-06;40;-4.30E+06;0.019385;1.9385;120.52;-1.87E-06;2.35E+05;3914.2;5050;0.03715;30
-9.16E-06;40;-4.37E+06;0.0194;1.94;120.52;-1.84E-06;2.35E+05;3914.4;5060;0.0298;30
-1.94E-05;40;-2.06E+06;0.019416;1.9416;120.52;-3.91E-06;2.35E+05;3914.5;5070;0.04697;30
-9.02E-06;40;-4.44E+06;0.019435;1.9435;120.52;-1.81E-06;2.35E+05;3914.7;5080;0.03922;30
2.69E-06;40;1.49E+07;0.01945;1.945;120.52;5.41E-07;2.35E+05;3914.9;5090;0.03806;30
-2.91E-07;40;-1.38E+08;0.019465;1.9465;120.52;-5.85E-08;2.35E+05;3915;5100;0.04347;30
-3.27E-06;40;-1.22E+07;0.019486;1.9486;120.52;-6.58E-07;2.35E+05;3915.2;5110;0.04077;30
7.34E-06;40;5.45E+06;0.019496;1.9496;120.52;1.48E-06;2.35E+05;3915.4;5120;0.02899;30
-3.71E-06;40;-1.08E+07;0.01951;1.951;120.52;-7.46E-07;2.35E+05;3915.5;5130;0.04056;30
-4.94E-06;40;-8.09E+06;0.019527;1.9527;120.52;-9.95E-07;2.35E+05;3915.7;5140;0.04214;30
-3.05E-06;40;-1.31E+07;0.019546;1.9546;120.52;-6.14E-07;2.35E+05;3915.9;5150;0.03363;30
-4.22E-06;40;-9.49E+06;0.01956;1.956;120.52;-8.49E-07;2.35E+05;3916;5160;0.04791;30
-8.73E-06;40;-4.59E+06;0.019576;1.9576;120.52;-1.76E-06;2.35E+05;3916.2;5170;0.03573;30
-8.58E-06;40;-4.66E+06;0.019596;1.9596;120.52;-1.73E-06;2.35E+05;3916.4;5180;0.0365;30
-6.91E-06;40;-5.79E+06;0.019609;1.9609;120.52;-1.39E-06;2.35E+05;3916.5;5190;0.03535;30
-6.18E-06;40;-6.47E+06;0.019622;1.9622;120.52;-1.24E-06;2.35E+05;3916.7;5200;0.03805;30
-5.09E-06;40;-7.86E+06;0.019643;1.9643;120.52;-1.02E-06;2.35E+05;3916.9;5210;0.03069;30
-1.20E-05;40;-3.33E+06;0.019656;1.9656;120.52;-2.41E-06;2.35E+05;3917;5220;0.0444;30
-1.89E-06;40;-2.12E+07;0.019675;1.9675;120.52;-3.80E-07;2.35E+05;3917.2;5230;0.03339;30
4.07E-06;40;9.82E+06;0.019695;1.9695;120.52;8.19E-07;2.35E+05;3917.4;5240;0.03535;30
-9.31E-06;40;-4.30E+06;0.019705;1.9705;120.52;-1.87E-06;2.35E+05;3917.5;5250;0.03706;30
-8.29E-06;40;-4.83E+06;0.019721;1.9721;120.52;-1.67E-06;2.35E+05;3917.7;5260;0.03666;30
-5.24E-06;40;-7.64E+06;0.019736;1.9736;120.52;-1.05E-06;2.35E+05;3917.9;5270;0.03456;30
5.09E-06;40;7.86E+06;0.019756;1.9756;120.52;1.02E-06;2.35E+05;3918;5280;0.03011;30
1.38E-06;40;2.90E+07;0.019768;1.9768;120.52;2.78E-07;2.35E+05;3918.2;5290;0.04632;30
-2.25E-06;40;-1.78E+07;0.01978;1.978;120.52;-4.54E-07;2.35E+05;3918.4;5300;0.03572;30
-6.62E-06;40;-6.05E+06;0.0198;1.98;120.52;-1.33E-06;2.35E+05;3918.5;5310;0.03725;30
2.40E-06;40;1.67E+07;0.01981;1.981;120.52;4.83E-07;2.35E+05;3918.7;5320;0.03745;30
9.82E-06;40;4.08E+06;0.019828;1.9828;120.52;1.98E-06;2.35E+05;3918.9;5330;0.04283;30
-1.08E-05;40;-3.69E+06;0.019845;1.9845;120.52;-2.18E-06;2.35E+05;3919;5340;0.03376;30
-8.22E-06;40;-4.87E+06;0.019858;1.9858;120.52;-1.65E-06;2.35E+05;3919.2;5350;0.04014;30
-1.07E-05;40;-3.74E+06;0.019872;1.9872;120.52;-2.15E-06;2.35E+05;3919.4;5360;0.04086;30
-8.80E-06;40;-4.55E+06;0.01989;1.989;120.52;-1.77E-06;2.35E+05;3919.5;5370;0.03473;30
-4.29E-06;40;-9.33E+06;0.019903;1.9903;120.52;-8.63E-07;2.35E+05;3919.7;5380;0.03953;30
-9.74E-06;40;-4.11E+06;0.019922;1.9922;120.52;-1.96E-06;2.35E+05;3919.9;5390;0.02601;30
-2.47E-06;40;-1.62E+07;0.019936;1.9936;120.52;-4.97E-07;2.35E+05;3920;5400;0.04147;30
-7.49E-06;40;-5.34E+06;0.019951;1.9951;120.52;-1.51E-06;2.35E+05;3920.2;5410;0.03432;30
-5.31E-06;40;-7.54E+06;0.019965;1.9965;120.52;-1.07E-06;2.35E+05;3920.4;5420;0.0459;30
1.82E-06;40;2.20E+07;0.01998;1.998;120.52;3.66E-07;2.35E+05;3920.5;5430;0.04011;30
1.09E-06;40;3.67E+07;0.019993;1.9993;120.52;2.19E-07;2.35E+05;3920.7;5440;0.03147;30
-7.42E-06;40;-5.39E+06;0.020011;2.0011;120.52;-1.49E-06;2.35E+05;3920.9;5450;0.04684;30
-5.31E-06;40;-7.54E+06;0.020028;2.0028;120.52;-1.07E-06;2.35E+05;3921;5460;0.03968;30
-7.85E-06;40;-5.09E+06;0.020043;2.0043;120.52;-1.58E-06;2.35E+05;3921.2;5470;0.02714;30
-1.31E-06;40;-3.06E+07;0.020057;2.0057;120.52;-2.63E-07;2.35E+05;3921.4;5480;0.04065;30
-2.84E-06;40;-1.41E+07;0.020074;2.0074;120.52;-5.71E-07;2.35E+05;3921.5;5490;0.03779;30
8.00E-07;40;5.00E+07;0.020092;2.0092;120.52;1.61E-07;2.35E+05;3921.7;5500;0.03235;30
-9.09E-06;40;-4.40E+06;0.020102;2.0102;120.52;-1.83E-06;2.35E+05;3921.9;5510;0.04046;30
-4.29E-06;40;-9.33E+06;0.02012;2.012;120.52;-8.63E-07;2.35E+05;3922;5520;0.04069;30
5.09E-07;40;7.86E+07;0.020136;2.0136;120.52;1.02E-07;2.35E+05;3922.2;5530;0.02502;30
-9.82E-06;40;-4.08E+06;0.020149;2.0149;120.52;-1.98E-06;2.35E+05;3922.4;5540;0.04431;30
3.64E-07;40;1.10E+08;0.020167;2.0167;120.52;7.32E-08;2.35E+05;3922.5;5550;0.03445;30
-3.27E-06;40;-1.22E+07;0.020181;2.0181;120.52;-6.58E-07;2.35E+05;3922.7;5560;0.04545;30
5.09E-07;40;7.86E+07;0.020198;2.0198;120.52;1.02E-07;2.35E+05;3922.9;5570;0.03658;30
1.24E-06;40;3.24E+07;0.020214;2.0214;120.52;2.49E-07;2.35E+05;3923;5580;0.02888;30
3.35E-06;40;1.20E+07;0.020229;2.0229;120.52;6.73E-07;2.35E+05;3923.2;5590;0.03139;30
-4.22E-06;40;-9.49E+06;0.020239;2.0239;120.52;-8.49E-07;2.35E+05;3923.4;5600;0.03849;30
-1.45E-07;40;-2.75E+08;0.020256;2.0256;120.52;-2.93E-08;2.35E+05;3923.5;5610;0.04258;30
3.56E-06;40;1.12E+07;0.020277;2.0277;120.52;7.17E-07;2.35E+05;3923.7;5620;0.03679;30
-1.45E-06;40;-2.75E+07;0.020286;2.0286;120.52;-2.93E-07;2.35E+05;3923.9;5630;0.041;30
-1.16E-06;40;-3.44E+07;0.020303;2.0303;120.52;-2.34E-07;2.35E+05;3924;5640;0.03602;30
-4.65E-06;40;-8.60E+06;0.020321;2.0321;120.52;-9.36E-07;2.35E+05;3924.2;5650;0.02789;30
-1.02E-06;40;-3.93E+07;0.020337;2.0337;120.52;-2.05E-07;2.35E+05;3924.4;5660;0.04406;30
-8.51E-06;40;-4.70E+06;0.020351;2.0351;120.52;-1.71E-06;2.35E+05;3924.5;5670;0.03537;30
-1.03E-05;40;-3.90E+06;0.020361;2.0361;120.52;-2.06E-06;2.35E+05;3924.7;5680;0.04117;30
-1.74E-05;40;-2.30E+06;0.020379;2.0379;120.52;-3.50E-06;2.35E+05;3924.9;5690;0.04155;30
-1.50E-05;40;-2.67E+06;0.020397;2.0397;120.52;-3.01E-06;2.36E+05;3925;5700;0.03947;30
-3.93E-06;40;-1.02E+07;0.020405;2.0405;120.52;-7.90E-07;2.36E+05;3925.2;5710;0.04213;30
-5.67E-06;40;-7.05E+06;0.020425;2.0425;120.52;-1.14E-06;2.36E+05;3925.4;5720;0.04446;30
-1.05E-05;40;-3.79E+06;0.020439;2.0439;120.52;-2.12E-06;2.36E+05;3925.5;5730;0.03441;30
-1.72E-05;40;-2.32E+06;0.020452;2.0452;120.52;-3.47E-06;2.36E+05;3925.7;5740;0.05044;30
-6.91E-06;40;-5.79E+06;0.020468;2.0468;120.52;-1.39E-06;2.36E+05;3925.9;5750;0.04097;30
-8.51E-06;40;-4.70E+06;0.020482;2.0482;120.52;-1.71E-06;2.36E+05;3926;5760;0.04059;30
-1.03E-05;40;-3.90E+06;0.020498;2.0498;120.52;-2.06E-06;2.36E+05;3926.2;5770;0.03017;30
-5.82E-06;40;-6.88E+06;0.020515;2.0515;120.52;-1.17E-06;2.36E+05;3926.4;5780;0.04312;30
-5.82E-06;40;-6.88E+06;0.020528;2.0528;120.52;-1.17E-06;2.36E+05;3926.5;5790;0.03709;30
-1.35E-05;40;-2.96E+06;0.020541;2.0541;120.52;-2.72E-06;2.36E+05;3926.7;5800;0.04714;30
2.69E-06;40;1.49E+07;0.020556;2.0556;120.52;5.41E-07;2.36E+05;3926.9;5810;0.03849;30
8.73E-06;40;4.59E+06;0.02057;2.057;120.52;1.76E-06;2.36E+05;3927;5820;0.03399;30
-1.42E-05;40;-2.82E+06;0.020584;2.0584;120.52;-2.85E-06;2.36E+05;3927.2;5830;0.04175;30
-1.38E-06;40;-2.90E+07;0.0206;2.06;120.52;-2.78E-07;2.36E+05;3927.4;5840;0.02899;30
2.62E-06;40;1.53E+07;0.020615;2.0615;120.52;5.27E-07;2.36E+05;3927.5;5850;0.04385;30
-2.04E-06;40;-1.97E+07;0.020628;2.0628;120.52;-4.10E-07;2.36E+05;3927.7;5860;0.0369;30
5.89E-06;40;6.79E+06;0.020645;2.0645;120.52;1.19E-06;2.36E+05;3927.9;5870;0.04906;30
-3.71E-06;40;-1.08E+07;0.02066;2.066;120.52;-7.46E-07;2.36E+05;3928;5880;0.03997;30
-2.18E-06;40;-1.83E+07;0.020673;2.0673;120.52;-4.39E-07;2.36E+05;3928.2;5890;0.03402;30
1.00E-05;40;3.99E+06;0.020689;2.0689;120.52;2.02E-06;2.36E+05;3928.4;5900;0.04055;30
-8.00E-06;40;-5.00E+06;0.020704;2.0704;120.52;-1.61E-06;2.36E+05;3928.5;5910;0.03514;30
-1.08E-05;40;-3.72E+06;0.020721;2.0721;120.52;-2.17E-06;2.36E+05;3928.7;5920;0.04267;30
1.82E-06;40;2.20E+07;0.020739;2.0739;120.52;3.66E-07;2.36E+05;3928.9;5930;0.03495;30
-6.18E-06;40;-6.47E+06;0.020748;2.0748;120.52;-1.24E-06;2.36E+05;3929;5940;0.0353;30
-1.09E-06;40;-3.67E+07;0.020764;2.0764;120.52;-2.19E-07;2.36E+05;3929.2;5950;0.04633;30
-1.31E-06;40;-3.06E+07;0.020778;2.0778;120.52;-2.63E-07;2.36E+05;3929.4;5960;0.03765;30
-2.76E-06;40;-1.45E+07;0.020789;2.0789;120.52;-5.56E-07;2.36E+05;3929.5;5970;0.05116;30
-4.65E-06;40;-8.60E+06;0.020813;2.0813;120.52;-9.36E-07;2.36E+05;3929.7;5980;0.0413;30
-6.54E-06;40;-6.11E+06;0.020824;2.0824;120.52;-1.32E-06;2.36E+05;3929.9;5990;0.03436;30
3.71E-06;40;1.08E+07;0.020835;2.0835;120.52;7.46E-07;2.36E+05;3930;6000;0.04441;30
5.60E-06;40;7.15E+06;0.020851;2.0851;120.52;1.13E-06;2.36E+05;3930.2;6010;0.03705;30
-2.40E-06;40;-1.67E+07;0.020866;2.0866;120.52;-4.83E-07;2.36E+05;3930.4;6020;0.04612;30
-1.08E-05;40;-3.69E+06;0.020889;2.0889;120.52;-2.18E-06;2.36E+05;3930.5;6030;0.04222;30
-4.44E-06;40;-9.02E+06;0.020894;2.0894;120.52;-8.92E-07;2.36E+05;3930.7;6040;0.04786;30
-1.37E-05;40;-2.93E+06;0.020912;2.0912;120.52;-2.75E-06;2.36E+05;3930.9;6050;0.04053;30
-1.09E-06;40;-3.67E+07;0.020925;2.0925;120.52;-2.19E-07;2.36E+05;3931;6060;0.03592;30
-9.38E-06;40;-4.27E+06;0.020939;2.0939;120.52;-1.89E-06;2.36E+05;3931.2;6070;0.04012;30
5.74E-06;40;6.96E+06;0.020954;2.0954;120.52;1.16E-06;2.36E+05;3931.4;6080;0.03915;30
-9.89E-06;40;-4.05E+06;0.020967;2.0967;120.52;-1.99E-06;2.36E+05;3931.5;6090;0.04382;30
-3.35E-06;40;-1.20E+07;0.020981;2.0981;120.52;-6.73E-07;2.36E+05;3931.7;6100;0.0359;30
-4.44E-06;40;-9.02E+06;0.020996;2.0996;120.52;-8.92E-07;2.36E+05;3931.9;6110;0.04516;30
-6.18E-06;40;-6.47E+06;0.021014;2.1014;120.52;-1.24E-06;2.36E+05;3932;6120;0.03607;30
1.09E-06;40;3.67E+07;0.021025;2.1025;120.52;2.19E-07;2.36E+05;3932.2;6130;0.05032;30
1.24E-06;40;3.24E+07;0.021037;2.1037;120.52;2.49E-07;2.36E+05;3932.4;6140;0.04263;30
-7.63E-06;40;-5.24E+06;0.021055;2.1055;120.52;-1.54E-06;2.36E+05;3932.5;6150;0.0324;30
-6.69E-06;40;-5.98E+06;0.021071;2.1071;120.52;-1.35E-06;2.36E+05;3932.7;6160;0.04702;30
4.00E-06;40;1.00E+07;0.021089;2.1089;120.52;8.05E-07;2.36E+05;3932.9;6170;0.03622;30
-1.22E-05;40;-3.28E+06;0.021103;2.1103;120.52;-2.46E-06;2.36E+05;3933;6180;0.04282;30
-6.25E-06;40;-6.40E+06;0.021112;2.1112;120.52;-1.26E-06;2.36E+05;3933.2;6190;0.03953;30
-8.36E-06;40;-4.78E+06;0.021133;2.1133;120.52;-1.68E-06;2.36E+05;3933.4;6200;0.03203;30
-9.23E-06;40;-4.33E+06;0.021146;2.1146;120.52;-1.86E-06;2.36E+05;3933.5;6210;0.04377;30
-4.36E-06;40;-9.17E+06;0.021158;2.1158;120.52;-8.78E-07;2.36E+05;3933.7;6220;0.03854;30
3.42E-06;40;1.17E+07;0.021173;2.1173;120.52;6.88E-07;2.36E+05;3933.9;6230;0.03122;30
-3.20E-06;40;-1.25E+07;0.021188;2.1188;120.52;-6.44E-07;2.36E+05;3934;6240;0.04394;30
1.09E-06;40;3.67E+07;0.021198;2.1198;120.52;2.19E-07;2.36E+05;3934.2;6250;0.03316;30
4.94E-06;40;8.09E+06;0.021212;2.1212;120.52;9.95E-07;2.36E+05;3934.4;6260;0.04184;30
5.24E-06;40;7.64E+06;0.021232;2.1232;120.52;1.05E-06;2.36E+05;3934.5;6270;0.04046;30
3.35E-06;40;1.20E+07;0.021242;2.1242;120.52;6.73E-07;2.36E+05;3934.7;6280;0.03699;30
-1.08E-05;40;-3.69E+06;0.02126;2.126;120.52;-2.18E-06;2.36E+05;3934.9;6290;0.04316;30
6.62E-06;40;6.05E+06;0.021275;2.1275;120.52;1.33E-06;2.36E+05;3935;6300;0.03141;30
-1.96E-06;40;-2.04E+07;0.021285;2.1285;120.52;-3.95E-07;2.36E+05;3935.2;6310;0.04799;30
-8.73E-07;40;-4.59E+07;0.021301;2.1301;120.52;-1.76E-07;2.36E+05;3935.4;6320;0.03197;30
-2.62E-06;40;-1.53E+07;0.021311;2.1311;120.52;-5.27E-07;2.36E+05;3935.5;6330;0.04471;30
-5.82E-06;40;-6.88E+06;0.02133;2.133;120.52;-1.17E-06;2.36E+05;3935.7;6340;0.04221;30
-1.58E-05;40;-2.54E+06;0.021347;2.1347;120.52;-3.18E-06;2.36E+05;3935.9;6350;0.0275;30
9.45E-07;40;4.23E+07;0.021354;2.1354;120.52;1.90E-07;2.36E+05;3936;6360;0.04161;30
-1.96E-06;40;-2.04E+07;0.021374;2.1374;120.52;-3.95E-07;2.36E+05;3936.2;6370;0.03642;30
8.73E-07;40;4.59E+07;0.021386;2.1386;120.52;1.76E-07;2.36E+05;3936.4;6380;0.03603;30
3.85E-06;40;1.04E+07;0.021398;2.1398;120.52;7.75E-07;2.36E+05;3936.5;6390;0.04008;30
7.93E-06;40;5.05E+06;0.021411;2.1411;120.52;1.60E-06;2.36E+05;3936.7;6400;0.04233;30
-5.09E-06;40;-7.86E+06;0.021428;2.1428;120.52;-1.02E-06;2.36E+05;3936.9;6410;0.03025;30
-1.32E-05;40;-3.04E+06;0.021439;2.1439;120.52;-2.65E-06;2.36E+05;3937;6420;0.04197;30
-4.00E-06;40;-1.00E+07;0.021459;2.1459;120.52;-8.05E-07;2.36E+05;3937.2;6430;0.03327;30
-4.80E-06;40;-8.34E+06;0.021467;2.1467;120.52;-9.66E-07;2.36E+05;3937.4;6440;0.05082;30
-1.67E-06;40;-2.39E+07;0.021485;2.1485;120.52;-3.37E-07;2.36E+05;3937.5;6450;0.03717;30
-5.89E-06;40;-6.79E+06;0.021498;2.1498;120.52;-1.19E-06;2.36E+05;3937.7;6460;0.0439;30
-8.43E-06;40;-4.74E+06;0.021514;2.1514;120.52;-1.70E-06;2.36E+05;3937.9;6470;0.03367;30
1.02E-06;40;3.93E+07;0.021527;2.1527;120.52;2.05E-07;2.36E+05;3938;6480;0.03503;30
-9.02E-06;40;-4.44E+06;0.021544;2.1544;120.52;-1.81E-06;2.36E+05;3938.2;6490;0.03717;30
-5.53E-06;40;-7.24E+06;0.021557;2.1557;120.52;-1.11E-06;2.36E+05;3938.4;6500;0.03621;30
-8.51E-06;40;-4.70E+06;0.021572;2.1572;120.52;-1.71E-06;2.36E+05;3938.5;6510;0.04449;30
-4.14E-06;40;-9.65E+06;0.021583;2.1583;120.52;-8.34E-07;2.36E+05;3938.7;6520;0.0323;30
-7.05E-06;40;-5.67E+06;0.021594;2.1594;120.52;-1.42E-06;2.36E+05;3938.9;6530;0.04428;30
-8.73E-06;40;-4.59E+06;0.021614;2.1614;120.52;-1.76E-06;2.36E+05;3939;6540;0.0346;30
-7.20E-06;40;-5.56E+06;0.021626;2.1626;120.52;-1.45E-06;2.36E+05;3939.2;6550;0.04469;30
-7.85E-06;40;-5.09E+06;0.021641;2.1641;120.52;-1.58E-06;2.36E+05;3939.4;6560;0.03173;30
-5.89E-06;40;-6.79E+06;0.021653;2.1653;120.52;-1.19E-06;2.36E+05;3939.5;6570;0.0433;30
1.20E-05;40;3.33E+06;0.021667;2.1667;120.52;2.41E-06;2.36E+05;3939.7;6580;0.03366;30
-1.22E-05;40;-3.28E+06;0.021679;2.1679;120.52;-2.46E-06;2.36E+05;3939.9;6590;0.046;30
-8.94E-06;40;-4.47E+06;0.021697;2.1697;120.52;-1.80E-06;2.36E+05;3940;6600;0.03809;30
-1.82E-06;40;-2.20E+07;0.021712;2.1712;120.52;-3.66E-07;2.36E+05;3940.2;6610;0.02885;30
-1.38E-06;40;-2.90E+07;0.02172;2.172;120.52;-2.78E-07;2.36E+05;3940.4;6620;0.04251;30
-4.22E-06;40;-9.49E+06;0.021738;2.1738;120.52;-8.49E-07;2.36E+05;3940.5;6630;0.0356;30
-8.36E-06;40;-4.78E+06;0.021748;2.1748;120.52;-1.68E-06;2.36E+05;3940.7;6640;0.0454;30
-1.96E-06;40;-2.04E+07;0.021762;2.1762;120.52;-3.95E-07;2.36E+05;3940.9;6650;0.04344;30
-2.76E-06;40;-1.45E+07;0.02178;2.178;120.52;-5.56E-07;2.36E+05;3941;6660;0.03227;30
-1.52E-05;40;-2.63E+06;0.021797;2.1797;120.52;-3.06E-06;2.36E+05;3941.2;6670;0.04251;30
-1.35E-05;40;-2.96E+06;0.021809;2.1809;120.52;-2.72E-06;2.36E+05;3941.4;6680;0.03247;30
-5.82E-06;40;-6.88E+06;0.02182;2.182;120.52;-1.17E-06;2.36E+05;3941.5;6690;0.03998;30
-6.91E-06;40;-5.79E+06;0.02183;2.183;120.52;-1.39E-06;2.37E+05;3941.7;6700;0.03728;30
-1.45E-06;40;-2.75E+07;0.021847;2.1847;120.52;-2.93E-07;2.37E+05;3941.9;6710;0.03846;30
-1.09E-05;40;-3.67E+06;0.021864;2.1864;120.52;-2.19E-06;2.37E+05;3942;6720;0.04789;30
-4.73E-06;40;-8.46E+06;0.021875;2.1875;120.52;-9.51E-07;2.37E+05;3942.2;6730;0.0448;30
-6.11E-06;40;-6.55E+06;0.02189;2.189;120.52;-1.23E-06;2.37E+05;3942.4;6740;0.0319;30
3.64E-06;40;1.10E+07;0.021905;2.1905;120.52;7.32E-07;2.37E+05;3942.5;6750;0.04345;30
-7.20E-06;40;-5.56E+06;0.021919;2.1919;120.52;-1.45E-06;2.37E+05;3942.7;6760;0.03284;30
-2.11E-06;40;-1.90E+07;0.021927;2.1927;120.52;-4.24E-07;2.37E+05;3942.9;6770;0.04172;30
5.31E-06;40;7.54E+06;0.021944;2.1944;120.52;1.07E-06;2.37E+05;3943;6780;0.03901;30
-5.31E-06;40;-7.54E+06;0.021955;2.1955;120.52;-1.07E-06;2.37E+05;3943.2;6790;0.04037;30
-4.58E-06;40;-8.73E+06;0.021974;2.1974;120.52;-9.22E-07;2.37E+05;3943.4;6800;0.04077;30
-1.00E-05;40;-3.99E+06;0.02199;2.199;120.52;-2.02E-06;2.37E+05;3943.5;6810;0.03207;30
4.65E-06;40;8.60E+06;0.022001;2.2001;120.52;9.36E-07;2.37E+05;3943.7;6820;0.04077;30
-3.64E-07;40;-1.10E+08;0.022014;2.2014;120.52;-7.32E-08;2.37E+05;3943.9;6830;0.03805;30
-1.37E-05;40;-2.91E+06;0.022027;2.2027;120.52;-2.77E-06;2.37E+05;3944;6840;0.0423;30
-5.38E-06;40;-7.44E+06;0.022042;2.2042;120.52;-1.08E-06;2.37E+05;3944.2;6850;0.04191;30
-4.80E-06;40;-8.34E+06;0.02206;2.206;120.52;-9.66E-07;2.37E+05;3944.4;6860;0.03188;30
-1.16E-05;40;-3.44E+06;0.022069;2.2069;120.52;-2.34E-06;2.37E+05;3944.5;6870;0.03941;30
5.74E-06;40;6.96E+06;0.022084;2.2084;120.52;1.16E-06;2.37E+05;3944.7;6880;0.03263;30
-6.76E-06;40;-5.92E+06;0.022093;2.2093;120.52;-1.36E-06;2.37E+05;3944.9;6890;0.04345;30
-6.11E-06;40;-6.55E+06;0.022104;2.2104;120.52;-1.23E-06;2.37E+05;3945;6900;0.03649;30
-1.75E-06;40;-2.29E+07;0.022121;2.2121;120.52;-3.51E-07;2.37E+05;3945.2;6910;0.04131;30
-2.69E-06;40;-1.49E+07;0.02214;2.214;120.52;-5.41E-07;2.37E+05;3945.4;6920;0.03419;30
-2.08E-05;40;-1.92E+06;0.022151;2.2151;120.52;-4.18E-06;2.37E+05;3945.5;6930;0.04556;30
-7.78E-06;40;-5.14E+06;0.022161;2.2161;120.52;-1.57E-06;2.37E+05;3945.7;6940;0.03687;30
-1.24E-06;40;-3.24E+07;0.022175;2.2175;120.52;-2.49E-07;2.37E+05;3945.9;6950;0.02398;30
-8.73E-06;40;-4.59E+06;0.022192;2.2192;120.52;-1.76E-06;2.37E+05;3946;6960;0.03921;30
-5.09E-07;40;-7.86E+07;0.022205;2.2205;120.52;-1.02E-07;2.37E+05;3946.2;6970;0.04517;30
-5.67E-06;40;-7.05E+06;0.022219;2.2219;120.52;-1.14E-06;2.37E+05;3946.4;6980;0.03169;30
7.13E-06;40;5.61E+06;0.022233;2.2233;120.52;1.43E-06;2.37E+05;3946.5;6990;0.04577;30
-2.47E-06;40;-1.62E+07;0.022241;2.2241;120.52;-4.97E-07;2.37E+05;3946.7;7000;0.03149;30
-4.22E-06;40;-9.49E+06;0.022256;2.2256;120.52;-8.49E-07;2.37E+05;3946.9;7010;0.03975;30
2.84E-06;40;1.41E+07;0.022271;2.2271;120.52;5.71E-07;2.37E+05;3947;7020;0.04556;30
-2.25E-06;40;-1.78E+07;0.022288;2.2288;120.52;-4.54E-07;2.37E+05;3947.2;7030;0.03839;30
-3.85E-06;40;-1.04E+07;0.022298;2.2298;120.52;-7.75E-07;2.37E+05;3947.4;7040;0.04114;30
-9.82E-06;40;-4.08E+06;0.022314;2.2314;120.52;-1.98E-06;2.37E+05;3947.5;7050;0.03687;30
-6.18E-06;40;-6.47E+06;0.022326;2.2326;120.52;-1.24E-06;2.37E+05;3947.7;7060;0.04363;30
-4.73E-06;40;-8.46E+06;0.022339;2.2339;120.52;-9.51E-07;2.37E+05;3947.9;7070;0.03629;30
-1.70E-05;40;-2.35E+06;0.022351;2.2351;120.52;-3.42E-06;2.37E+05;3948;7080;0.04401;30
6.69E-06;40;5.98E+06;0.022365;2.2365;120.52;1.35E-06;2.37E+05;3948.2;7090;0.04035;30
-7.42E-06;40;-5.39E+06;0.022381;2.2381;120.52;-1.49E-06;2.37E+05;3948.4;7100;0.03438;30
-1.13E-05;40;-3.55E+06;0.022393;2.2393;120.52;-2.27E-06;2.37E+05;3948.5;7110;0.04151;30
-5.02E-06;40;-7.97E+06;0.02241;2.241;120.52;-1.01E-06;2.37E+05;3948.7;7120;0.03066;30
